qst_deliver_wine|Liefert {reg5} Einheiten {s6} in {s4} ab
qst_deliver_wine_text|{s9} aus {s3} bat Euch, innerhalb von 7 Tagen {reg5} Einheiten {s6} in der Schänke in {s4} abzuliefern.
qst_troublesome_bandits|Jagt räuberische Banditen
qst_troublesome_bandits_text|{s9} of {s4} bat Euch, die räuberischen Banditen in der Nähe der Stadt zu jagen.
qst_kidnapped_girl|Zahlt den Banditen das Lösegeld für das Mädchen
qst_kidnapped_girl_text|Der Gildenmeister von {s4} gab Euch {reg12} Dinare, um das Lösegeld für ein von Banditen entführtes Mädchen zu zahlen. Ihr sollt die Banditen bei {s3} treffen und ihnen das Lösegeld zahlen. Danach sollt Ihr das Mädchen nach {s4} zurückbringen.
qst_persuade_lords_to_make_peace|Stellt sicher, dass zwei Fürsten sich nicht dem Frieden entgegenstellen
qst_persuade_lords_to_make_peace_text|Der Gildenmeister von {s4} versprach Euch {reg12} Dinare, wenn Ihr dafür sorgt, dass {s12} und {s13} nicht länger das Friedensabkommen zwischen {s15} und {s14} bedroht. Hierzu müsst Ihr sie entweder überzeugen oder sicherstellen, dass sie gefangen genommen werden und Gefangene bleiben, bis ein Friedensabkommen erreicht wird.
qst_deal_with_looters|Nehmt Euch den Plünderern an
qst_deal_with_looters_text|Der Gildenmeister von {s4} bat Euch, mehrere Plündererbanden in der Gegend von {s4} anzugreifen und alles wiedererlangte Plündergut zurückzubringen .
qst_deal_with_night_bandits|Nehmt Euch der Nachtbanditen an
qst_deal_with_night_bandits_text|TODO: Der Gildenmeister von {s14} bat Euch, die Nachtbanditen in {s14} anzugreifen.
qst_deliver_grain|Bringt Weizen nach {s3}
qst_deliver_grain_text|Der Dorfälteste von {s3} bat Euch, ihm {reg5} Bündel Weizen zu bringen.
qst_deliver_cattle|Liefert {reg5} Stück Vieh in {s3} ab
qst_deliver_cattle_text|Der Dorfälteste von {s3} bat Euch, ihm {reg5} Stück Vieh zu bringen.
qst_train_peasants_against_bandits|Bildet die Bauern von {s13} gegen Banditen aus.
qst_train_peasants_against_bandits_text|None
qst_eliminate_bandits_infesting_village|Rettet das Dorf {s7} vor räuberischen Banditen
qst_eliminate_bandits_infesting_village_text|Ein Dorfbewohner aus {s7} bat Euch inständig, ihr Dorf vor den Banditen zu retten, die sich dort eingenistet haben.
qst_join_faction|Leistet {s1} den Treueschwur
qst_join_faction_text|Findet {s1} und leistet ihm Euren Treueschwur.
qst_rebel_against_kingdom|Helft {s13}, den Thron von {s14} zu erringen
qst_rebel_against_kingdom_text|None{***}
qst_quests_end|Questende
qst_quests_end_text|.
